ensembl_id,gene_symbol,entrez_id,refseq_id
ENSG00000251023,RP11-549J18.1,nan,nan
ENSG00000251024,RP11-203B7.1,nan,nan
ENSG00000251025,RP11-751A18.1,nan,nan
ENSG00000251026,RP11-138J23.1,nan,nan
ENSG00000251027,CTC-254B4.1,nan,nan
ENSG00000251031,CTC-367F4.1,nan,nan
ENSG00000251032,RP11-483H11.1,nan,nan
ENSG00000251033,CTD-2533K21.4,nan,nan
ENSG00000251034,RP11-582J16.4,nan,nan
ENSG00000251035,WBP1LP4,nan,nan
ENSG00000251038,AC090958.5,nan,nan
ENSG00000251039,IGKV2D-40,nan,nan
ENSG00000251040,RP11-535C7.1,nan,nan
ENSG00000251041,CTD-2275D24.1,nan,nan
ENSG00000251044,CTD-2582M21.1,nan,nan
ENSG00000251045,CTC-321K16.4,nan,nan
ENSG00000251046,ZNF969P,nan,nan
ENSG00000251048,RP11-608B3.1,nan,nan
ENSG00000251049,RP11-685F15.1,nan,nan
ENSG00000251050,RP11-168A11.4,nan,nan
ENSG00000251051,ELL2P2,nan,nan
ENSG00000251054,CTD-2215E18.3,nan,nan
ENSG00000251055,RP11-257A22.1,nan,nan
ENSG00000251056,ANKRD20A17P,nan,nan
ENSG00000251058,RP11-68L1.1,nan,nan
ENSG00000251059,RP11-100N20.1,nan,nan
ENSG00000251061,RP11-789C1.2,nan,nan
ENSG00000251062,CTD-2218G20.1,nan,nan
ENSG00000251066,CTC-534B23.1,nan,nan
ENSG00000251070,BMS1P6,nan,nan
ENSG00000251072,LMNB1-DT,nan,nan
ENSG00000251073,NUDT19P5,nan,nan
ENSG00000251074,RP11-1267H10.3,nan,nan
ENSG00000251075,HTT-AS,nan,nan
ENSG00000251076,RP11-526F3.1,nan,nan
ENSG00000251078,SLC25A5P9,nan,nan
ENSG00000251079,BMS1P2,nan,nan
ENSG00000251080,RP11-415C15.1,nan,nan
ENSG00000251081,RP11-713M6.2,nan,nan
ENSG00000251085,RP11-893F2.6,nan,nan
ENSG00000251087,ALG1L3P,nan,nan
ENSG00000251088,RP11-325B23.2,nan,nan
ENSG00000251090,OR5AC4P,nan,nan
ENSG00000251093,RP11-414H23.3,nan,nan
ENSG00000251095,RP11-115D19.1,nan,nan
ENSG00000251099,CTD-2367A17.1,nan,nan
ENSG00000251101,RP11-1267H10.1,nan,nan
ENSG00000251102,CTBP2P4,nan,nan
ENSG00000251105,RP11-571I18.2,nan,nan
ENSG00000251106,FAM206BP,nan,nan
ENSG00000251107,RP11-466P24.4,nan,nan
ENSG00000251108,YBX1P5,nan,nan
ENSG00000251111,FCF1P8,nan,nan
ENSG00000251112,RP11-419C19.3,nan,nan
ENSG00000251113,RP11-68D16.2,nan,nan
ENSG00000251118,CTC-505O3.1,nan,nan
ENSG00000251122,MKI67IPP2,nan,nan
ENSG00000251123,RP11-580J4.1,nan,nan
ENSG00000251125,CTD-2335O3.3,nan,nan
ENSG00000251126,RP11-119H12.6,nan,nan
ENSG00000251127,AC091173.1,nan,nan
ENSG00000251128,WWC2-AS1,nan,nan
ENSG00000251129,RP11-734I18.1,nan,nan
ENSG00000251131,AC025171.3,nan,nan
ENSG00000251132,RP11-438C19.2,nan,nan
ENSG00000251135,AC008565.1,nan,nan
ENSG00000251136,RP11-37B2.1,nan,nan
ENSG00000251137,RPL7L1P7,nan,nan
ENSG00000251138,RP11-81H3.2,nan,nan
ENSG00000251139,RP11-701P16.2,nan,nan
ENSG00000251141,RP11-53O19.1,nan,nan
ENSG00000251142,RP11-513O17.1,nan,nan
ENSG00000251143,LOC100128494,nan,nan
ENSG00000251144,CTD-2532K18.2,nan,nan
ENSG00000251147,AC084871.2,nan,nan
ENSG00000251148,RP11-478C1.7,nan,nan
ENSG00000251149,MTND5P5,nan,nan
ENSG00000251151,HOXC-AS3,nan,nan
ENSG00000251152,AC025539.1,nan,nan
ENSG00000251154,AC006153.3,nan,nan
ENSG00000251155,RP11-384K6.4,nan,nan
ENSG00000251158,RP11-98J23.1,nan,nan
ENSG00000251159,RP11-500G9.1,nan,nan
ENSG00000251161,AC020661.1,nan,nan
ENSG00000251162,RP11-75A5.1,nan,nan
ENSG00000251163,CTD-2325A15.2,nan,nan
ENSG00000251164,HULC,nan,nan
ENSG00000251165,F11-AS1,nan,nan
ENSG00000251166,OR7E163P,nan,nan
ENSG00000251168,CTD-2072I24.1,nan,nan
ENSG00000251169,LINC01843,nan,nan
ENSG00000251170,RP11-729M20.1,nan,nan
ENSG00000251171,AC096741.1,nan,nan
ENSG00000251172,RP11-529P9.1,nan,nan
ENSG00000251173,UCHL1-AS1,nan,nan
ENSG00000251174,TSEN2P1,nan,nan
ENSG00000251175,RP11-45L9.1,nan,nan
ENSG00000251176,RP11-97E7.1,nan,nan
ENSG00000251177,RP11-401E5.2,nan,nan
ENSG00000251178,OR7E21P,nan,nan
ENSG00000251179,TMEM92-AS1,nan,nan
ENSG00000251180,CU459201.1,nan,nan
ENSG00000251182,RP11-617I14.1,nan,nan
ENSG00000251183,AC091962.3,nan,nan
ENSG00000251184,RP11-101E3.5,nan,nan
ENSG00000251185,RP11-542G1.1,nan,nan
ENSG00000251186,RP11-689P11.3,nan,nan
ENSG00000251187,CTC-459M5.2,nan,nan
ENSG00000251188,RP11-478C6.6,nan,nan
ENSG00000251189,CTD-2196P11.2,nan,nan
ENSG00000251191,LINC00589,nan,nan
ENSG00000251192,ZNF674,nan,nan
ENSG00000251193,RP11-72K17.1,nan,nan
ENSG00000251194,RP1-68D18.2,nan,nan
ENSG00000251195,RP11-378N18.1,nan,nan
ENSG00000251196,RP11-54F2.1,nan,nan
ENSG00000251197,MICE,nan,nan
ENSG00000251199,RP11-400D2.2,nan,nan
ENSG00000251200,RP11-6E9.5,nan,nan
ENSG00000251201,TMED7-TICAM2,nan,nan
ENSG00000251203,RP11-14I17.1,nan,nan
ENSG00000251204,CTC-278L1.1,nan,nan
ENSG00000251205,CTD-2050E21.2,nan,nan
ENSG00000251206,CTD-2187J20.1,nan,nan
ENSG00000251209,LINC00923,nan,nan
ENSG00000251210,RP11-168E17.1,nan,nan
ENSG00000251211,RP11-889L3.4,nan,nan
ENSG00000251212,MTND5P4,nan,nan
ENSG00000251213,RP11-248N22.2,nan,nan
ENSG00000251214,CTD-2308B18.1,nan,nan
ENSG00000251215,GOLGA5P1,nan,nan
ENSG00000251216,AC106895.2,nan,nan
ENSG00000251218,RP11-1057B8.2,nan,nan
ENSG00000251219,EMCN-IT2,nan,nan
ENSG00000251220,RFPL4AP3,nan,nan
ENSG00000251221,LINC01337,nan,nan
ENSG00000251223,RP11-627H22.5,nan,nan
ENSG00000251224,CNOT10-AS1,nan,nan
ENSG00000251226,RP11-469N6.1,nan,nan
ENSG00000251228,RP11-192C21.3,nan,nan
ENSG00000251229,RP11-503N18.5,nan,nan
ENSG00000251230,MIR3945HG,nan,nan
ENSG00000251234,PSMA2P2,nan,nan
ENSG00000251235,RP11-156N15.1,nan,nan
ENSG00000251236,RP11-468N14.1,nan,nan
ENSG00000251237,CTD-2207L17.2,nan,nan
ENSG00000251239,CTB-22K21.2,nan,nan
ENSG00000251243,AC005178.1,nan,nan
ENSG00000251244,RP13-487K5.1,nan,nan
ENSG00000251246,EFNA3,nan,nan
ENSG00000251247,ZNF345,nan,nan
ENSG00000251248,RP11-223C24.2,nan,nan
ENSG00000251249,RP11-73G16.1,nan,nan
ENSG00000251250,RP11-404K5.4,nan,nan
ENSG00000251252,MTND2P31,nan,nan
ENSG00000251253,MTHFD2P4,nan,nan
ENSG00000251254,GTF2F2P1,nan,nan
ENSG00000251256,RP11-273B19.1,nan,nan
ENSG00000251257,AC010457.1,nan,nan
ENSG00000251258,RFPL4B,nan,nan
ENSG00000251259,AC004069.2,nan,nan
ENSG00000251260,WDFY3-AS1,nan,nan
ENSG00000251261,OR7H2P,nan,nan
ENSG00000251264,RP11-545H22.1,nan,nan
ENSG00000251266,RP11-340A13.2,nan,nan
ENSG00000251270,RP11-231L11.1,nan,nan
ENSG00000251271,ALG1L7P,nan,nan
ENSG00000251273,RP11-549K20.1,nan,nan
ENSG00000251274,RP11-436H11.4,nan,nan
ENSG00000251275,AC006335.2,nan,nan
ENSG00000251276,MAGI2-AS1,nan,nan
ENSG00000251278,AC006499.2,nan,nan
ENSG00000251279,CTC-436P18.1,nan,nan
ENSG00000251281,CTD-2066L21.2,nan,nan
ENSG00000251283,RP11-171N4.2,nan,nan
ENSG00000251284,RP13-644M16.1,nan,nan
ENSG00000251285,RP11-147K6.2,nan,nan
ENSG00000251286,RP11-588F10.1,nan,nan
ENSG00000251287,ALG1L2,nan,nan
ENSG00000251288,AC018797.2,nan,nan
ENSG00000251291,RP11-400D2.3,nan,nan
ENSG00000251292,RP11-380P13.2,nan,nan
ENSG00000251293,CTC-552D5.1,nan,nan
ENSG00000251294,RP11-116O11.1,nan,nan
ENSG00000251296,AC006499.7,nan,nan
ENSG00000251297,TUBB7P,nan,nan
ENSG00000251298,RP11-425A23.1,nan,nan
ENSG00000251299,SLC25A15P3,nan,nan
ENSG00000251300,RP11-54P19.1,nan,nan
ENSG00000251301,LINC02384,nan,nan
ENSG00000251303,CTD-2003D5.1,nan,nan
ENSG00000251304,RP11-321E2.5,nan,nan
ENSG00000251306,NDUFB4P2,nan,nan
ENSG00000251307,AC026704.1,nan,nan
ENSG00000251308,MRPS33P3,nan,nan
ENSG00000251309,RP11-498M5.2,nan,nan
ENSG00000251310,RP11-706F1.1,nan,nan
ENSG00000251311,RP11-249M12.2,nan,nan
ENSG00000251312,AC004062.2,nan,nan
ENSG00000251313,RP11-747H12.5,nan,nan
ENSG00000251314,LOC101929710,nan,nan
ENSG00000251317,KLF17P2,nan,nan
ENSG00000251320,CTC-327F10.4,nan,nan
ENSG00000251321,PCAT4,nan,nan
ENSG00000251322,SHANK3,nan,nan
ENSG00000251323,RP11-452H21.4,nan,nan
ENSG00000251324,RP11-79P5.5,nan,nan
ENSG00000251325,AC024132.3,nan,nan
ENSG00000251326,RP11-521E5.1,nan,nan
ENSG00000251329,RP11-240A16.1,nan,nan
ENSG00000251330,AC114939.1,nan,nan
ENSG00000251331,RP11-689K5.3,nan,nan
ENSG00000251332,RP11-177C12.4,nan,nan
ENSG00000251333,RTN3P1,nan,nan
ENSG00000251334,RP11-317G22.2,nan,nan
ENSG00000251336,RP11-540E16.2,nan,nan
ENSG00000251338,AC006499.1,nan,nan
ENSG00000251339,RP11-506N2.1,nan,nan
ENSG00000251340,RP11-461G12.2,nan,nan
ENSG00000251342,CTC-235G5.2,nan,nan
ENSG00000251345,RP11-392L5.2,nan,nan
ENSG00000251347,IRF5P1,nan,nan
ENSG00000251348,HSPD1P11,nan,nan
ENSG00000251349,MSANTD3-TMEFF1,nan,nan
ENSG00000251350,LINC02475,nan,nan
ENSG00000251352,RP11-451H23.2,nan,nan
ENSG00000251353,MTND3P5,nan,nan
ENSG00000251354,RP11-697N18.1,nan,nan
ENSG00000251356,RAB5CP2,nan,nan
ENSG00000251357,AP000350.10,nan,nan
ENSG00000251359,WWC2-AS2,nan,nan
ENSG00000251360,KHDC1P1,nan,nan
ENSG00000251361,CTD-2091N23.1,nan,nan
ENSG00000251363,RP11-129M6.1,nan,nan
ENSG00000251364,LOC100506258,nan,nan
ENSG00000251365,RP11-332J15.3,nan,nan
ENSG00000251366,DBIP2,nan,nan
ENSG00000251367,RP11-231G15.2,nan,nan
ENSG00000251368,RP11-175M2.1,nan,nan
ENSG00000251369,ZNF550,nan,nan
ENSG00000251370,CTD-2201E9.1,nan,nan
ENSG00000251371,CTD-2318H23.1,nan,nan
ENSG00000251372,LINC00499,nan,nan
ENSG00000251373,RP11-68D16.1,nan,nan
ENSG00000251374,RPS23P5,nan,nan
ENSG00000251376,CTD-2313F11.2,nan,nan
ENSG00000251377,RP11-18H21.3,nan,nan
ENSG00000251378,AC096582.9,nan,nan
ENSG00000251379,AC099550.1,nan,nan
ENSG00000251380,C5orf20,nan,nan
ENSG00000251381,LINC00958,nan,nan
ENSG00000251383,RP11-542G1.3,nan,nan
ENSG00000251385,RP11-63H19.2,nan,nan
ENSG00000251387,CTB-35F21.3,nan,nan
ENSG00000251388,AC079380.1,nan,nan
ENSG00000251389,YTHDF1P1,nan,nan
ENSG00000251391,RP11-305P14.1,nan,nan
ENSG00000251393,RP1-240K6.3,nan,nan
ENSG00000251394,OR12D3,nan,nan
ENSG00000251395,FTH1P9,nan,nan
ENSG00000251396,RP11-163N6.2,nan,nan
ENSG00000251398,RP11-149A7.2,nan,nan
ENSG00000251399,AC092542.1,nan,nan
ENSG00000251400,ALDH7A1P1,nan,nan
ENSG00000251401,RP11-11N6.1,nan,nan
ENSG00000251402,FAM90A25P,nan,nan
ENSG00000251405,CTB-109A12.1,nan,nan
ENSG00000251407,MTND1P22,nan,nan
ENSG00000251408,RP11-586D19.2,nan,nan
ENSG00000251409,AC008592.4,nan,nan
ENSG00000251410,AC007106.1,nan,nan
ENSG00000251411,RP11-397E7.4,nan,nan
ENSG00000251412,AC006296.1,nan,nan
ENSG00000251413,RP11-534L6.5,nan,nan
ENSG00000251414,RP11-843P14.1,nan,nan
ENSG00000251416,AC103879.1,nan,nan
ENSG00000251417,AC145285.2,nan,nan
ENSG00000251418,RP11-655B23.1,nan,nan
ENSG00000251419,RP11-524L6.4,nan,nan
ENSG00000251421,CTC-369A16.2,nan,nan
ENSG00000251423,CTB-51A17.1,nan,nan
ENSG00000251424,RP11-468N14.3,nan,nan
ENSG00000251426,CTD-2247C11.4,nan,nan
ENSG00000251427,RP13-644M16.2,nan,nan
ENSG00000251429,RP11-597D13.7,nan,nan
ENSG00000251430,RP11-63H19.1,nan,nan
ENSG00000251431,AC008984.5,nan,nan
ENSG00000251432,RP11-420A23.1,nan,nan
ENSG00000251433,RP11-540E16.1,nan,nan
ENSG00000251434,RP11-315A17.1,nan,nan
ENSG00000251435,RP11-365H8.2,nan,nan
ENSG00000251436,NUPL1P1,nan,nan
ENSG00000251437,NDUFS5P4,nan,nan
ENSG00000251438,RP11-431M7.2,nan,nan
ENSG00000251439,AC006070.12,nan,nan
ENSG00000251440,STMN1P2,nan,nan
ENSG00000251441,RTEL1P1,nan,nan
ENSG00000251442,LINC01094,nan,nan
ENSG00000251443,RP11-113I22.1,nan,nan
ENSG00000251445,RP11-483A20.3,nan,nan
ENSG00000251446,RP11-375B1.2,nan,nan
ENSG00000251447,RP11-517B11.6,nan,nan
ENSG00000251448,RP11-71E19.2,nan,nan
ENSG00000251449,MTND1P19,nan,nan
ENSG00000251450,RASGRF2-AS1,nan,nan
ENSG00000251451,GS1-124K5.6,nan,nan
ENSG00000251452,RP13-539F13.2,nan,nan
ENSG00000251453,HAUS1P1,nan,nan
ENSG00000251454,RP11-542G1.2,nan,nan
ENSG00000251455,AC092611.1,nan,nan
ENSG00000251456,RP11-436H11.5,nan,nan
ENSG00000251458,RP11-844P9.1,nan,nan
ENSG00000251459,RP11-319E12.2,nan,nan
ENSG00000251460,RP11-1258F18.1,nan,nan
ENSG00000251461,RP11-501C14.6,nan,nan
ENSG00000251463,FKBP4P1,nan,nan
ENSG00000251464,RPL7L1P13,nan,nan
ENSG00000251467,CTC-250P20.2,nan,nan
ENSG00000251468,RP11-369K16.1,nan,nan
ENSG00000251470,ASNSP4,nan,nan
ENSG00000251471,RP11-166D18.1,nan,nan
ENSG00000251473,AC004069.1,nan,nan
ENSG00000251474,RPL32P3,nan,nan
ENSG00000251476,RP11-531A21.2,nan,nan
ENSG00000251477,RP11-74D3.2,nan,nan
ENSG00000251478,CTD-2122P11.1,nan,nan
ENSG00000251482,RP11-707F2.2,nan,nan
ENSG00000251483,LYPLA1P2,nan,nan
ENSG00000251484,RP5-1065J22.4,nan,nan
ENSG00000251485,AC068134.10,nan,nan
ENSG00000251487,RP11-124N3.2,nan,nan
ENSG00000251488,RP11-404I7.2,nan,nan
ENSG00000251489,RP11-736K12.1,nan,nan
ENSG00000251490,RP11-237D3.1,nan,nan
ENSG00000251491,OR7E28P,nan,nan
ENSG00000251492,RP11-782E2.2,nan,nan
ENSG00000251493,FOXD1,nan,nan
ENSG00000251495,PPIAP11,nan,nan
ENSG00000251497,RP11-197N18.7,nan,nan
ENSG00000251498,RP11-468N14.10,nan,nan
ENSG00000251501,RP11-466J24.1,nan,nan
ENSG00000251503,APITD1-CORT,nan,nan
ENSG00000251504,LINC01099,nan,nan
ENSG00000251506,CTD-2247C11.2,nan,nan
ENSG00000251508,RP5-862P8.3,nan,nan
ENSG00000251510,AC022486.1,nan,nan
ENSG00000251511,RP11-171N4.1,nan,nan
ENSG00000251513,RP11-155G15.2,nan,nan
ENSG00000251515,CCDC11P1,nan,nan
ENSG00000251516,RP11-10G12.2,nan,nan
ENSG00000251517,RP11-109E24.1,nan,nan
ENSG00000251518,CTD-2130F23.2,nan,nan
ENSG00000251520,RP11-46A10.6,nan,nan
ENSG00000251521,IMPA1P,nan,nan
ENSG00000251523,RP11-724M22.1,nan,nan
ENSG00000251525,TCP11X3P,nan,nan
ENSG00000251526,RP11-381N20.1,nan,nan
ENSG00000251527,RP11-51P8.1,nan,nan
ENSG00000251529,RP11-468N14.5,nan,nan
ENSG00000251532,CTD-2245E15.3,nan,nan
ENSG00000251533,LINC00605,nan,nan
ENSG00000251535,RP11-478C6.1,nan,nan
ENSG00000251536,RP11-572C21.1,nan,nan
ENSG00000251537,RP11-385D13.1,nan,nan
ENSG00000251538,LINC02201,nan,nan
ENSG00000251539,SNX18P24,nan,nan
ENSG00000251542,CTC-313D10.1,nan,nan
ENSG00000251543,RP11-60A8.2,nan,nan
ENSG00000251544,MTND5P12,nan,nan
ENSG00000251545,RP11-798K23.3,nan,nan
ENSG00000251546,IGKV1D-39,nan,nan
ENSG00000251547,OR12D1,nan,nan
ENSG00000251548,RP11-215G15.4,nan,nan
ENSG00000251549,RP11-480D4.5,nan,nan
ENSG00000251550,RP11-501C14.7,nan,nan
ENSG00000251552,COQ10BP2,nan,nan
ENSG00000251553,CTC-463N11.1,nan,nan
ENSG00000251554,RP11-395P13.6,nan,nan
ENSG00000251555,AC096711.2,nan,nan
ENSG00000251556,RP11-118M9.3,nan,nan
ENSG00000251557,HNRNPKP3,nan,nan
ENSG00000251562,MALAT1,nan,nan
ENSG00000251563,AF121898.1,nan,nan
ENSG00000251564,AC012441.1,nan,nan
ENSG00000251566,HMGB1P35,nan,nan
ENSG00000251567,RP11-775H9.2,nan,nan
ENSG00000251568,ALG3P1,nan,nan
ENSG00000251569,RP11-724O16.1,nan,nan
ENSG00000251571,DDX3YP3,nan,nan
ENSG00000251572,AF213884.1,nan,nan
ENSG00000251573,LINC02106,nan,nan
ENSG00000251574,RP11-6N13.1,nan,nan
ENSG00000251575,CTD-2170G1.2,nan,nan
ENSG00000251576,LINC01267,nan,nan
ENSG00000251577,RP11-297P16.3,nan,nan
ENSG00000251578,TRBV21-1,nan,nan
ENSG00000251579,RP11-39E3.5,nan,nan
ENSG00000251580,LINC02482,nan,nan
ENSG00000251581,MICE,nan,nan
ENSG00000251583,AC008427.2,nan,nan
ENSG00000251584,RP11-440I14.3,nan,nan
ENSG00000251585,CTD-2299E8.1,nan,nan
ENSG00000251586,TET2-AS1,nan,nan
ENSG00000251587,LDHAP1,nan,nan
ENSG00000251588,RP11-698E18.1,nan,nan
ENSG00000251590,MKI67IPP7,nan,nan
ENSG00000251591,CTD-2197M16.1,nan,nan
ENSG00000251593,MSNP1,nan,nan
ENSG00000251595,ABCA11P,nan,nan
ENSG00000251596,HADHAP1,nan,nan
ENSG00000251597,RPL37P25,nan,nan
ENSG00000251598,RP11-789C2.1,nan,nan
ENSG00000251599,RP11-232L2.2,nan,nan
ENSG00000251600,LOC101927636,nan,nan
ENSG00000251601,RP11-317O24.2,nan,nan
ENSG00000251602,LOC100507437,nan,nan
ENSG00000251603,RP11-164P12.4,nan,nan
ENSG00000251604,RP11-79P5.7,nan,nan
ENSG00000251605,CTD-2037K23.1,nan,nan
ENSG00000251606,CTD-2215E18.1,nan,nan
ENSG00000251608,OR12D1,nan,nan
ENSG00000251609,SETP12,nan,nan
ENSG00000251610,RP11-77P16.3,nan,nan
ENSG00000251611,RP11-610P16.1,nan,nan
ENSG00000251613,CTC-347C20.1,nan,nan
ENSG00000251614,HSPA8P19,nan,nan
ENSG00000251615,AC104825.1,nan,nan
ENSG00000251616,RP11-485M7.3,nan,nan
ENSG00000251617,RP11-382F24.1,nan,nan
ENSG00000251618,AC007322.3,nan,nan
ENSG00000251619,RP11-756P10.5,nan,nan
ENSG00000251620,STPG2-AS1,nan,nan
ENSG00000251621,AC009487.5,nan,nan
ENSG00000251623,RP11-826N14.4,nan,nan
ENSG00000251624,UNC93B7,nan,nan
ENSG00000251627,CTD-2089O24.2,nan,nan
ENSG00000251628,RP11-371M22.1,nan,nan
ENSG00000251629,RP11-774D14.1,nan,nan
ENSG00000251630,RP11-241F15.9,nan,nan
ENSG00000251632,LINC02172,nan,nan
ENSG00000251633,GYG1P1,nan,nan
ENSG00000251634,RP11-1280N14.3,nan,nan
ENSG00000251635,RP11-213G21.2,nan,nan
ENSG00000251636,EMCN-IT1,nan,nan
ENSG00000251637,RP11-119D9.1,nan,nan
ENSG00000251638,AC006390.4,nan,nan
ENSG00000251639,RP11-20I20.1,nan,nan
ENSG00000251642,RP11-600L4.1,nan,nan
ENSG00000251643,RP11-91J3.1,nan,nan
ENSG00000251644,RP11-442P12.1,nan,nan
ENSG00000251647,RP11-576N17.4,nan,nan
ENSG00000251648,CTD-2353N24.1,nan,nan
ENSG00000251649,RP11-318I4.1,nan,nan
ENSG00000251652,LOC105374344,nan,nan
ENSG00000251654,RP11-192H6.2,nan,nan
ENSG00000251655,PRB1,nan,nan
ENSG00000251656,CTD-2201E18.4,nan,nan
ENSG00000251660,AC007036.5,nan,nan
ENSG00000251661,AC136475.1,nan,nan
ENSG00000251662,CTC-369A16.3,nan,nan
ENSG00000251663,SUMO2P5,nan,nan
ENSG00000251664,PCDHA12,nan,nan
ENSG00000251665,RP11-700H6.2,nan,nan
ENSG00000251666,ZNF346-IT1,nan,nan
ENSG00000251667,RP11-844P9.3,nan,nan
ENSG00000251668,RP11-466P24.5,nan,nan
ENSG00000251669,FAM86EP,nan,nan
ENSG00000251670,CTD-2532K18.1,nan,nan
ENSG00000251675,AC010260.1,nan,nan
ENSG00000251676,RP11-614F17.2,nan,nan
ENSG00000251678,CTD-2296D1.1,nan,nan
ENSG00000251679,RP11-669M16.2,nan,nan
ENSG00000251680,CTC-575N7.1,nan,nan
ENSG00000251682,RP11-631M6.3,nan,nan
ENSG00000251685,RP11-813N20.1,nan,nan
ENSG00000251686,OR10J8P,nan,nan
ENSG00000251687,RP11-181K12.2,nan,nan
ENSG00000251688,RP11-752L20.5,nan,nan
ENSG00000251689,RP11-478C6.5,nan,nan
ENSG00000251691,RP11-618I10.4,nan,nan
ENSG00000251692,PTX4,nan,nan
ENSG00000251694,USP17L9P,nan,nan
ENSG00000251695,AC124890.1,nan,nan
ENSG00000251696,AL583832.1,nan,nan
ENSG00000251697,RN7SKP24,nan,nan
ENSG00000251698,RNA5SP445,nan,nan
ENSG00000251699,SNORD27,nan,nan
ENSG00000251700,SNORD112,nan,nan
ENSG00000251702,RNU6-857P,nan,nan
ENSG00000251703,RNU6-998P,nan,nan
ENSG00000251704,SNORA40,nan,nan
ENSG00000251705,RNA5-8SP6,nan,nan
ENSG00000251706,RNU7-61P,nan,nan
ENSG00000251707,RNU7-37P,nan,nan
ENSG00000251708,RNU7-198P,nan,nan
ENSG00000251709,snoU13,nan,nan
ENSG00000251710,AC010295.1,nan,nan
ENSG00000251711,RNU6-632P,nan,nan
ENSG00000251712,RNU7-20P,nan,nan
ENSG00000251713,AL050321.1,nan,nan
ENSG00000251714,RN7SKP67,nan,nan
ENSG00000251715,SNORA68,nan,nan
ENSG00000251716,Y_RNA,nan,nan
ENSG00000251717,RNA5SP419,nan,nan
ENSG00000251718,RNU2-13P,nan,nan
ENSG00000251719,RNU6-408P,nan,nan
ENSG00000251720,RNU7-123P,nan,nan
ENSG00000251721,snoZ5,nan,nan
ENSG00000251722,RNU5E-3P,nan,nan
ENSG00000251723,RNU6-357P,nan,nan
ENSG00000251724,RNU7-175P,nan,nan
ENSG00000251725,MIR2277,nan,nan
ENSG00000251726,RNU7-41P,nan,nan
ENSG00000251727,RNU6-488P,nan,nan
ENSG00000251728,Y_RNA,nan,nan
ENSG00000251729,RNA5SP401,nan,nan
ENSG00000251730,SNORA4,nan,nan
ENSG00000251731,AL512359.1,nan,nan
ENSG00000251732,RN7SKP122,nan,nan
ENSG00000251733,SCARNA8,nan,nan
ENSG00000251735,SNORA25,nan,nan
ENSG00000251737,snoU13,nan,nan
ENSG00000251738,AC073215.1,nan,nan
ENSG00000251739,RNU6-1053P,nan,nan
ENSG00000251740,U8,nan,nan
ENSG00000251741,RNU4ATAC13P,nan,nan
ENSG00000251742,RN7SKP13,nan,nan
ENSG00000251744,SNORA25,nan,nan
ENSG00000251745,RNU7-124P,nan,nan
ENSG00000251746,RNA5SP112,nan,nan
ENSG00000251747,RNU7-60P,nan,nan
ENSG00000251748,RNU4ATAC11P,nan,nan
ENSG00000251749,U3,nan,nan
ENSG00000251750,RNU5F-8P,nan,nan
ENSG00000251751,RN7SKP46,nan,nan
ENSG00000251752,RNU4-29P,nan,nan
ENSG00000251753,RNU6-75P,nan,nan
ENSG00000251754,RNU6-999P,nan,nan
ENSG00000251755,RNU7-131P,nan,nan
ENSG00000251756,RNA5SP385,nan,nan
ENSG00000251757,RNU6-848P,nan,nan
ENSG00000251758,RNU6-350P,nan,nan
ENSG00000251759,RN7SKP298,nan,nan
ENSG00000251760,RNA5SP418,nan,nan
ENSG00000251761,RNU6-138P,nan,nan
ENSG00000251762,snoU13,nan,nan
ENSG00000251763,RNU6-470P,nan,nan
ENSG00000251764,RNA5SP446,nan,nan
ENSG00000251766,RNA5SP518,nan,nan
ENSG00000251767,RNU7-8P,nan,nan
ENSG00000251768,RNA5SP217,nan,nan
ENSG00000251769,SNORD112,nan,nan
ENSG00000251770,RNA5SP486,nan,nan
ENSG00000251771,RNU6-1033P,nan,nan
ENSG00000251772,AL117380.2,nan,nan
ENSG00000251773,RNU6-1129P,nan,nan
ENSG00000251774,RNU6-377P,nan,nan
ENSG00000251775,ACA59,nan,nan
ENSG00000251776,RN7SKP242,nan,nan
ENSG00000251777,RNU6-404P,nan,nan
ENSG00000251778,SNORA3,nan,nan
ENSG00000251779,Y_RNA,nan,nan
ENSG00000251780,RNU7-150P,nan,nan
ENSG00000251781,RNA5SP356,nan,nan
ENSG00000251783,RNU6-1170P,nan,nan
ENSG00000251784,U4atac,nan,nan
ENSG00000251785,RNA5SP20,nan,nan
ENSG00000251787,RNU7-47P,nan,nan
ENSG00000251788,RNU5A-7P,nan,nan
ENSG00000251789,RNU4-57P,nan,nan
ENSG00000251791,SCARNA6,nan,nan
ENSG00000251792,Y_RNA,nan,nan
ENSG00000251793,U3,nan,nan
ENSG00000251794,RNU6-237P,nan,nan
ENSG00000251795,SNORA66,nan,nan
ENSG00000251796,SNORA70,nan,nan
ENSG00000251797,RNU7-98P,nan,nan
ENSG00000251798,RNU6-863P,nan,nan
ENSG00000251799,Y_RNA,nan,nan
ENSG00000251800,U3,nan,nan
ENSG00000251801,SNORD112,nan,nan
ENSG00000251802,SNORA31,nan,nan
ENSG00000251803,Y_RNA,nan,nan
ENSG00000251804,RNU6-1294P,nan,nan
ENSG00000251805,SCARNA21,nan,nan
ENSG00000251806,SNORD119,nan,nan
ENSG00000251807,RNU6-202P,nan,nan
ENSG00000251808,AC024198.1,nan,nan
ENSG00000251809,RN7SKP14,nan,nan
ENSG00000251810,RN7SKP132,nan,nan
