ensembl_id,gene_symbol,entrez_id,refseq_id
ENSG00000250197,HMGN1P15,nan,nan
ENSG00000250198,RP11-143A12.3,nan,nan
ENSG00000250200,RP13-577H12.3,nan,nan
ENSG00000250202,RP11-397E7.2,nan,nan
ENSG00000250204,AC006335.6,nan,nan
ENSG00000250205,RP11-27G13.3,nan,nan
ENSG00000250206,RP11-436H11.2,nan,nan
ENSG00000250207,AC079776.6,nan,nan
ENSG00000250208,FZD10-AS1,nan,nan
ENSG00000250210,RP11-585F1.10,nan,nan
ENSG00000250213,RP11-488I4.2,nan,nan
ENSG00000250214,RP13-488H8.1,nan,nan
ENSG00000250215,CIR1P2,nan,nan
ENSG00000250218,ALDH1L1-AS1,nan,nan
ENSG00000250219,LTV1P1,nan,nan
ENSG00000250220,RP11-692D12.1,nan,nan
ENSG00000250221,KRT8P32,nan,nan
ENSG00000250222,CTC-338M12.5,nan,nan
ENSG00000250223,LINC01216,nan,nan
ENSG00000250227,TRIM60P14,nan,nan
ENSG00000250229,RP11-397D21.1,nan,nan
ENSG00000250230,LOC101927495,nan,nan
ENSG00000250231,USP17L16P,nan,nan
ENSG00000250232,AF196779.12,nan,nan
ENSG00000250234,CTD-2024P10.1,nan,nan
ENSG00000250237,CTC-498J12.1,nan,nan
ENSG00000250238,Z95704.3,nan,nan
ENSG00000250240,AC008840.1,nan,nan
ENSG00000250241,AC105383.1,nan,nan
ENSG00000250242,RP11-438C19.1,nan,nan
ENSG00000250243,RP11-120A1.1,nan,nan
ENSG00000250244,CTB-49A3.4,nan,nan
ENSG00000250247,SEPHS2P1,nan,nan
ENSG00000250249,RP11-30P21.2,nan,nan
ENSG00000250250,CTD-2350J17.1,nan,nan
ENSG00000250251,PKD1P6,nan,nan
ENSG00000250252,RP11-342A1.1,nan,nan
ENSG00000250253,RP11-1072N2.2,nan,nan
ENSG00000250254,PTTG2,nan,nan
ENSG00000250256,RP11-267A15.3,nan,nan
ENSG00000250257,LDHAL6DP,nan,nan
ENSG00000250258,CTC-431G16.2,nan,nan
ENSG00000250259,RP11-460I19.2,nan,nan
ENSG00000250260,RP11-325L7.2,nan,nan
ENSG00000250261,AC007050.18,nan,nan
ENSG00000250263,RP11-765K14.1,nan,nan
ENSG00000250264,TAP2,nan,nan
ENSG00000250266,LINC01612,nan,nan
ENSG00000250267,RP11-122A21.2,nan,nan
ENSG00000250268,ALG1L14P,nan,nan
ENSG00000250269,RP11-395P13.5,nan,nan
ENSG00000250271,RP11-64D22.5,nan,nan
ENSG00000250272,TRMT112P1,nan,nan
ENSG00000250273,PSMC1P5,nan,nan
ENSG00000250274,CTB-114C7.4,nan,nan
ENSG00000250277,RP11-468N14.11,nan,nan
ENSG00000250280,RP11-305O6.3,nan,nan
ENSG00000250282,RP5-875H18.4,nan,nan
ENSG00000250284,CTB-1I21.1,nan,nan
ENSG00000250286,RP11-94C24.8,nan,nan
ENSG00000250289,VWA8P1,nan,nan
ENSG00000250290,CTC-820M8.1,nan,nan
ENSG00000250292,RP11-451F20.1,nan,nan
ENSG00000250293,RP11-369I16.1,nan,nan
ENSG00000250294,OR12D1,nan,nan
ENSG00000250295,RDH10-AS1,nan,nan
ENSG00000250296,RP11-321E2.9,nan,nan
ENSG00000250298,GIMD1,nan,nan
ENSG00000250299,MRPS31P4,nan,nan
ENSG00000250300,RP11-696N14.3,nan,nan
ENSG00000250302,LINC01618,nan,nan
ENSG00000250303,RP11-356J5.12,nan,nan
ENSG00000250304,ZBED1P1,nan,nan
ENSG00000250305,KIAA1456,nan,nan
ENSG00000250306,CTC-498M16.3,nan,nan
ENSG00000250307,TUBB8P3,nan,nan
ENSG00000250308,SALL4P1,nan,nan
ENSG00000250309,CTC-345K18.2,nan,nan
ENSG00000250310,RP5-1029K10.4,nan,nan
ENSG00000250312,ZNF718,nan,nan
ENSG00000250313,RP11-5P22.3,nan,nan
ENSG00000250315,RP11-44F21.4,nan,nan
ENSG00000250316,RP11-618M23.1,nan,nan
ENSG00000250317,SMIM20,nan,nan
ENSG00000250318,CTA-963H5.5,nan,nan
ENSG00000250319,CTD-2272G21.3,nan,nan
ENSG00000250320,CTD-2269F5.1,nan,nan
ENSG00000250321,RP11-478C6.4,nan,nan
ENSG00000250322,CTB-51E13.1,nan,nan
ENSG00000250324,MRPL22P1,nan,nan
ENSG00000250325,IGBP1P4,nan,nan
ENSG00000250326,RP11-284M14.1,nan,nan
ENSG00000250327,RP11-173M11.2,nan,nan
ENSG00000250328,CTC-210G5.1,nan,nan
ENSG00000250329,KDELC1P1,nan,nan
ENSG00000250330,CTC-422A18.2,nan,nan
ENSG00000250331,LINC01340,nan,nan
ENSG00000250332,CTD-2272G21.2,nan,nan
ENSG00000250333,RP11-4O3.1,nan,nan
ENSG00000250334,LINC00989,nan,nan
ENSG00000250337,PURPL,nan,nan
ENSG00000250338,RP11-395I6.2,nan,nan
ENSG00000250339,CXCL1P,nan,nan
ENSG00000250340,RP11-577G20.1,nan,nan
ENSG00000250341,RP11-785F11.1,nan,nan
ENSG00000250342,RP11-747H12.6,nan,nan
ENSG00000250343,CTC-255N20.1,nan,nan
ENSG00000250344,RP11-647P12.1,nan,nan
ENSG00000250345,RP11-780M14.1,nan,nan
ENSG00000250346,EEF1GP2,nan,nan
ENSG00000250347,AC005740.4,nan,nan
ENSG00000250348,AC113404.1,nan,nan
ENSG00000250349,TM4SF2,nan,nan
ENSG00000250350,RP11-731D1.3,nan,nan
ENSG00000250351,RP11-432M8.10,nan,nan
ENSG00000250354,AC069272.1,nan,nan
ENSG00000250355,RP11-79L21.1,nan,nan
ENSG00000250356,RP11-506A18.1,nan,nan
ENSG00000250357,RP11-503L19.1,nan,nan
ENSG00000250358,RP11-159K7.2,nan,nan
ENSG00000250359,PTP4A1P4,nan,nan
ENSG00000250360,CTD-2089N3.1,nan,nan
ENSG00000250361,GYPB,nan,nan
ENSG00000250362,AC008592.5,nan,nan
ENSG00000250363,KRT18P21,nan,nan
ENSG00000250364,OR12D3,nan,nan
ENSG00000250365,CTD-2213F21.2,nan,nan
ENSG00000250366,LINC00617,nan,nan
ENSG00000250371,AC007370.2,nan,nan
ENSG00000250372,MARK2P4,nan,nan
ENSG00000250374,RP11-219C20.1,nan,nan
ENSG00000250375,RP11-340A13.3,nan,nan
ENSG00000250376,CTD-2005D20.1,nan,nan
ENSG00000250377,CTC-467M3.3,nan,nan
ENSG00000250378,RP11-119J18.1,nan,nan
ENSG00000250379,RP11-23P13.4,nan,nan
ENSG00000250381,UNC93B4,nan,nan
ENSG00000250383,CTD-2197I11.1,nan,nan
ENSG00000250384,UBE2CP3,nan,nan
ENSG00000250385,RP11-310P5.2,nan,nan
ENSG00000250386,RP11-432M8.11,nan,nan
ENSG00000250387,LINC02197,nan,nan
ENSG00000250389,MTND6P2,nan,nan
ENSG00000250390,RP11-338H14.1,nan,nan
ENSG00000250391,CTD-2160D9.1,nan,nan
ENSG00000250392,LINC02502,nan,nan
ENSG00000250393,RP11-480G3.1,nan,nan
ENSG00000250397,AP006623.1,nan,nan
ENSG00000250398,RP11-27G13.4,nan,nan
ENSG00000250400,LINC00977,nan,nan
ENSG00000250402,RP11-395P13.4,nan,nan
ENSG00000250403,AC097460.1,nan,nan
ENSG00000250404,AC090587.2,nan,nan
ENSG00000250405,RP11-114H7.2,nan,nan
ENSG00000250406,RP13-539F13.3,nan,nan
ENSG00000250407,CTB-99A3.1,nan,nan
ENSG00000250409,CTB-3M24.3,nan,nan
ENSG00000250410,RP11-714G18.1,nan,nan
ENSG00000250411,RP11-257I8.2,nan,nan
ENSG00000250412,KLHL2P1,nan,nan
ENSG00000250413,RP11-448G15.1,nan,nan
ENSG00000250415,AC022113.1,nan,nan
ENSG00000250416,SEC63P2,nan,nan
ENSG00000250417,CTD-2194D22.2,nan,nan
ENSG00000250418,RP11-503D12.1,nan,nan
ENSG00000250420,AACSP1,nan,nan
ENSG00000250421,RP11-83M16.6,nan,nan
ENSG00000250422,RP11-484L7.1,nan,nan
ENSG00000250423,KIAA1210,nan,nan
ENSG00000250424,AQP1,nan,nan
ENSG00000250425,OR7E35P,nan,nan
ENSG00000250426,FTLP10,nan,nan
ENSG00000250427,CTD-3179P9.2,nan,nan
ENSG00000250428,RP11-1082L8.1,nan,nan
ENSG00000250430,RP11-366M4.15,nan,nan
ENSG00000250431,RP13-577H12.2,nan,nan
ENSG00000250432,RP11-834C11.5,nan,nan
ENSG00000250433,CLSTN2-AS1,nan,nan
ENSG00000250436,RP11-622A1.2,nan,nan
ENSG00000250437,RP11-116A1.1,nan,nan
ENSG00000250438,CTD-2308B18.2,nan,nan
ENSG00000250439,FGD5P1,nan,nan
ENSG00000250441,RP11-47F1.1,nan,nan
ENSG00000250442,EIF3KP3,nan,nan
ENSG00000250443,AC128709.1,nan,nan
ENSG00000250444,CCT5P1,nan,nan
ENSG00000250446,CTD-2275D24.3,nan,nan
ENSG00000250447,CTD-2081C10.1,nan,nan
ENSG00000250448,RP11-19O2.2,nan,nan
ENSG00000250451,HOXC-AS1,nan,nan
ENSG00000250453,CTD-2134P3.1,nan,nan
ENSG00000250455,RP11-648M2.1,nan,nan
ENSG00000250456,AC006552.1,nan,nan
ENSG00000250458,RP11-107E21.1,nan,nan
ENSG00000250461,RP11-631M6.2,nan,nan
ENSG00000250462,LRRC37BP1,nan,nan
ENSG00000250464,RP11-148K14.1,nan,nan
ENSG00000250467,RP11-227F19.1,nan,nan
ENSG00000250470,AP000351.3,nan,nan
ENSG00000250471,GMPSP1,nan,nan
ENSG00000250472,TRIM36-IT1,nan,nan
ENSG00000250473,DUTP7,nan,nan
ENSG00000250474,WBP1LP2,nan,nan
ENSG00000250475,RP11-312A15.3,nan,nan
ENSG00000250476,ENPP7P9,nan,nan
ENSG00000250479,CHCHD10,nan,nan
ENSG00000250480,RP11-101B14.1,nan,nan
ENSG00000250481,CTD-2247C11.1,nan,nan
ENSG00000250482,RP11-152K4.1,nan,nan
ENSG00000250483,PPM1AP1,nan,nan
ENSG00000250484,RP11-728C8.1,nan,nan
ENSG00000250485,EXOC7P1,nan,nan
ENSG00000250486,FAM218A,nan,nan
ENSG00000250488,RP11-6C14.1,nan,nan
ENSG00000250490,LINC02145,nan,nan
ENSG00000250492,INTS6P1,nan,nan
ENSG00000250493,LOC101929227,nan,nan
ENSG00000250494,RP11-162D9.1,nan,nan
ENSG00000250496,ABT1P1,nan,nan
ENSG00000250497,AC007126.1,nan,nan
ENSG00000250500,RP11-119H12.3,nan,nan
ENSG00000250501,RP11-98O2.1,nan,nan
ENSG00000250503,RP11-401I19.1,nan,nan
ENSG00000250504,KRT18P51,nan,nan
ENSG00000250505,AC006499.3,nan,nan
ENSG00000250506,CDK3,nan,nan
ENSG00000250507,AC008984.6,nan,nan
ENSG00000250508,RP11-757G1.6,nan,nan
ENSG00000250509,AC034213.1,nan,nan
ENSG00000250510,GPR162,nan,nan
ENSG00000250511,RP11-380D23.1,nan,nan
ENSG00000250514,RP11-96P7.1,nan,nan
ENSG00000250515,RP11-515C16.7,nan,nan
ENSG00000250516,RP11-380I10.2,nan,nan
ENSG00000250517,LDHAL6CP,nan,nan
ENSG00000250519,RP11-680H20.2,nan,nan
ENSG00000250522,AC004066.3,nan,nan
ENSG00000250523,RP11-756P10.1,nan,nan
ENSG00000250524,RP11-730N24.2,nan,nan
ENSG00000250526,CCT6P2,nan,nan
ENSG00000250529,CTD-2247C11.5,nan,nan
ENSG00000250530,RP11-436H11.3,nan,nan
ENSG00000250532,RP11-727M10.1,nan,nan
ENSG00000250535,STK19P,nan,nan
ENSG00000250536,ABHD17AP3,nan,nan
ENSG00000250537,DUX4L8,nan,nan
ENSG00000250538,AC104407.1,nan,nan
ENSG00000250539,KRT8P33,nan,nan
ENSG00000250540,RP11-58H15.3,nan,nan
ENSG00000250541,RP11-302F12.10,nan,nan
ENSG00000250543,RP11-442N1.1,nan,nan
ENSG00000250544,CTC-493L21.1,nan,nan
ENSG00000250546,LOC101928978,nan,nan
ENSG00000250547,RP11-719L21.1,nan,nan
ENSG00000250548,LINC01303,nan,nan
ENSG00000250550,PPBPP1,nan,nan
ENSG00000250551,RP11-254I22.1,nan,nan
ENSG00000250555,CTC-467M3.2,nan,nan
ENSG00000250556,CCDC34P1,nan,nan
ENSG00000250558,RP11-432M8.3,nan,nan
ENSG00000250560,RP11-598G2.1,nan,nan
ENSG00000250561,OR7E59P,nan,nan
ENSG00000250562,RPL38P4,nan,nan
ENSG00000250563,KNOP1P5,nan,nan
ENSG00000250564,LOC102546229,nan,nan
ENSG00000250565,ATP6V1E2,nan,nan
ENSG00000250566,UGT2B29P,nan,nan
ENSG00000250567,CTD-2154H6.1,nan,nan
ENSG00000250568,RP11-333E13.2,nan,nan
ENSG00000250569,NTAN1P2,nan,nan
ENSG00000250571,GLI4,nan,nan
ENSG00000250572,RP11-529H2.1,nan,nan
ENSG00000250573,AC006499.5,nan,nan
ENSG00000250574,CTD-2275D10.2,nan,nan
ENSG00000250575,RP4-669L17.8,nan,nan
ENSG00000250576,CTD-2154B17.1,nan,nan
ENSG00000250577,RP11-577B7.1,nan,nan
ENSG00000250579,CTD-2297D10.2,nan,nan
ENSG00000250580,RP11-93K22.14,nan,nan
ENSG00000250582,RP11-301H24.3,nan,nan
ENSG00000250583,CTD-2233C11.2,nan,nan
ENSG00000250584,RP11-325I22.2,nan,nan
ENSG00000250585,LINC00604,nan,nan
ENSG00000250587,RP11-136H13.1,nan,nan
ENSG00000250588,IQCJ-SCHIP1,nan,nan
ENSG00000250590,RP11-565A3.2,nan,nan
ENSG00000250591,PRSS3P1,nan,nan
ENSG00000250592,RP11-39E3.3,nan,nan
ENSG00000250594,RP11-433B3.1,nan,nan
ENSG00000250596,RP11-440I14.2,nan,nan
ENSG00000250597,RP11-725M22.1,nan,nan
ENSG00000250599,AC064853.3,nan,nan
ENSG00000250600,ROPN1L-AS1,nan,nan
ENSG00000250602,RP11-517I3.1,nan,nan
ENSG00000250603,CTC-228N24.2,nan,nan
ENSG00000250604,AC098679.1,nan,nan
ENSG00000250606,PRSS3P2,nan,nan
ENSG00000250608,RP11-933H2.4,nan,nan
ENSG00000250609,RP11-158C21.2,nan,nan
ENSG00000250611,RP11-339D20.1,nan,nan
ENSG00000250612,RP11-618I10.2,nan,nan
ENSG00000250613,RP11-136I13.1,nan,nan
ENSG00000250614,AC007078.4,nan,nan
ENSG00000250615,CTC-564N23.2,nan,nan
ENSG00000250616,AC012645.1,nan,nan
ENSG00000250618,RP11-548K12.9,nan,nan
ENSG00000250619,CTD-2215L10.1,nan,nan
ENSG00000250620,LINC02515,nan,nan
ENSG00000250622,RP11-612J15.3,nan,nan
ENSG00000250623,RP11-317B7.3,nan,nan
ENSG00000250624,RP11-93M12.1,nan,nan
ENSG00000250625,RP1-142F18.2,nan,nan
ENSG00000250626,RP11-756P10.2,nan,nan
ENSG00000250627,TTC39CP1,nan,nan
ENSG00000250629,RP11-122C5.3,nan,nan
ENSG00000250630,RP11-52L11.4,nan,nan
ENSG00000250632,RP3-513G18.2,nan,nan
ENSG00000250634,LINC01182,nan,nan
ENSG00000250635,CXXC5-AS1,nan,nan
ENSG00000250636,RP11-335L23.2,nan,nan
ENSG00000250637,RP11-359P18.1,nan,nan
ENSG00000250640,RP11-7O20.4,nan,nan
ENSG00000250641,MEGT1,nan,nan
ENSG00000250642,RP11-642E20.5,nan,nan
ENSG00000250643,RP11-93K22.6,nan,nan
ENSG00000250644,RP11-295K3.1,nan,nan
ENSG00000250645,CTD-2228K2.1,nan,nan
ENSG00000250646,RP11-530I17.1,nan,nan
ENSG00000250650,RP11-492L8.1,nan,nan
ENSG00000250651,PABPC1P7,nan,nan
ENSG00000250654,LOC100240735,nan,nan
ENSG00000250655,RP11-61G24.1,nan,nan
ENSG00000250656,ST3GAL1P1,nan,nan
ENSG00000250657,RP11-1E6.1,nan,nan
ENSG00000250658,AC097652.1,nan,nan
ENSG00000250659,RP11-864I4.3,nan,nan
ENSG00000250662,HNRNPKP5,nan,nan
ENSG00000250665,RP11-775H9.1,nan,nan
ENSG00000250666,LINC01596,nan,nan
ENSG00000250667,RP11-321E2.12,nan,nan
ENSG00000250668,CTD-2296D1.2,nan,nan
ENSG00000250669,RP11-83M16.3,nan,nan
ENSG00000250670,AC004063.1,nan,nan
ENSG00000250672,CTD-2017D15.1,nan,nan
ENSG00000250673,RP11-6L6.2,nan,nan
ENSG00000250674,RP11-798K23.1,nan,nan
ENSG00000250677,RP11-576N17.2,nan,nan
ENSG00000250678,CTB-161M19.1,nan,nan
ENSG00000250681,RP3-368B9.2,nan,nan
ENSG00000250682,LINC00491,nan,nan
ENSG00000250684,KB-1042C11.1,nan,nan
ENSG00000250685,RP11-486L19.2,nan,nan
ENSG00000250686,RP1-240B8.3,nan,nan
ENSG00000250687,RP11-497H16.7,nan,nan
ENSG00000250688,TRAJ55,nan,nan
ENSG00000250692,CTB-35F21.4,nan,nan
ENSG00000250693,RPF2P2,nan,nan
ENSG00000250694,CTD-2074D8.1,nan,nan
ENSG00000250696,RP11-704M14.1,nan,nan
ENSG00000250697,AC010343.3,nan,nan
ENSG00000250698,RP11-392B6.1,nan,nan
ENSG00000250699,AP000892.1,nan,nan
ENSG00000250703,CTD-2533K21.1,nan,nan
ENSG00000250704,RP11-423J7.1,nan,nan
ENSG00000250705,CTC-470C15.1,nan,nan
ENSG00000250706,RP11-18H21.2,nan,nan
ENSG00000250708,LINC02269,nan,nan
ENSG00000250709,CCDC169-SOHLH2,nan,nan
ENSG00000250710,OR7E99P,nan,nan
ENSG00000250711,CTD-2201E18.1,nan,nan
ENSG00000250712,RP11-366M4.14,nan,nan
ENSG00000250714,AC100861.2,nan,nan
ENSG00000250715,RP11-432M8.19,nan,nan
ENSG00000250716,RP11-121L11.2,nan,nan
ENSG00000250719,RP11-322N21.2,nan,nan
ENSG00000250721,HMGB1P22,nan,nan
ENSG00000250722,SEPP1,nan,nan
ENSG00000250723,RP11-79E3.2,nan,nan
ENSG00000250725,RP11-511B7.1,nan,nan
ENSG00000250726,RP11-616K6.1,nan,nan
ENSG00000250727,RP11-959I15.1,nan,nan
ENSG00000250728,AC010468.3,nan,nan
ENSG00000250730,HMGB3P3,nan,nan
ENSG00000250731,TPM3P6,nan,nan
ENSG00000250732,RPEP1,nan,nan
ENSG00000250733,C8orf17,nan,nan
ENSG00000250734,AL391335.1,nan,nan
ENSG00000250735,RP11-567N4.3,nan,nan
ENSG00000250739,LINC01262,nan,nan
ENSG00000250740,RP11-710F7.2,nan,nan
ENSG00000250741,NT5C1B-RDH14,nan,nan
ENSG00000250742,LINC02381,nan,nan
ENSG00000250745,USP17L20,nan,nan
ENSG00000250746,RP11-39C10.1,nan,nan
ENSG00000250747,RP11-232L2.1,nan,nan
ENSG00000250748,RP11-230G5.2,nan,nan
ENSG00000250749,RP11-451H23.1,nan,nan
ENSG00000250750,OR5BM1P,nan,nan
ENSG00000250751,RP11-613C6.2,nan,nan
ENSG00000250752,GS1-24F4.1,nan,nan
ENSG00000250753,RP11-241F15.10,nan,nan
ENSG00000250754,RP11-386B13.3,nan,nan
ENSG00000250756,RP11-225B17.1,nan,nan
ENSG00000250760,RP11-440I14.4,nan,nan
ENSG00000250761,RP11-711G10.1,nan,nan
ENSG00000250762,RP1-313L4.4,nan,nan
ENSG00000250764,AC025178.1,nan,nan
ENSG00000250765,AC138035.1,nan,nan
ENSG00000250767,RP11-1084J3.3,nan,nan
ENSG00000250768,RP11-204H9.2,nan,nan
ENSG00000250769,RP11-241F15.3,nan,nan
ENSG00000250770,RP5-1063M23.1,nan,nan
ENSG00000250771,RP11-153M7.3,nan,nan
ENSG00000250772,RP11-236P13.1,nan,nan
ENSG00000250775,RP11-12K22.1,nan,nan
ENSG00000250777,AC131956.2,nan,nan
ENSG00000250778,AC004980.8,nan,nan
ENSG00000250781,RP11-63A11.1,nan,nan
ENSG00000250782,RP11-432M8.13,nan,nan
ENSG00000250786,SNHG18,nan,nan
ENSG00000250787,HMGN1P17,nan,nan
ENSG00000250788,TUBB8P4,nan,nan
ENSG00000250790,AC127070.2,nan,nan
ENSG00000250791,RP11-55L3.1,nan,nan
ENSG00000250794,ALG1L12P,nan,nan
ENSG00000250796,RP11-723O4.3,nan,nan
ENSG00000250799,PRODH2,nan,nan
ENSG00000250801,RP11-91H12.3,nan,nan
ENSG00000250802,ZBED3-AS1,nan,nan
ENSG00000250803,CTC-441N14.4,nan,nan
ENSG00000250804,RP11-747H12.3,nan,nan
ENSG00000250806,CTC-293G12.1,nan,nan
ENSG00000250807,RP11-432M8.2,nan,nan
ENSG00000250808,RP11-531A21.4,nan,nan
ENSG00000250812,RP11-530I17.2,nan,nan
ENSG00000250813,SERF1AP1,nan,nan
ENSG00000250814,RP11-447B18.1,nan,nan
ENSG00000250815,RP11-89B16.2,nan,nan
ENSG00000250816,DCAF13P2,nan,nan
ENSG00000250819,RP11-576E20.1,nan,nan
ENSG00000250820,RP11-91H12.4,nan,nan
ENSG00000250821,RP11-345F18.1,nan,nan
ENSG00000250822,CTD-2139B15.4,nan,nan
ENSG00000250825,PGAM1P12,nan,nan
ENSG00000250826,HNRNPA3P13,nan,nan
ENSG00000250827,CTD-2141G3.1,nan,nan
ENSG00000250828,RP11-790I12.3,nan,nan
ENSG00000250829,RP11-11N5.1,nan,nan
ENSG00000250830,MRPS35P2,nan,nan
ENSG00000250831,CTD-2232E5.2,nan,nan
ENSG00000250833,DNM1P17,nan,nan
ENSG00000250834,KRT18P54,nan,nan
ENSG00000250835,LSM3P4,nan,nan
ENSG00000250838,RP11-501C14.5,nan,nan
ENSG00000250839,RP11-296L20.1,nan,nan
ENSG00000250842,AC137770.1,nan,nan
ENSG00000250844,USP17L18,nan,nan
ENSG00000250846,EPHA5-AS1,nan,nan
ENSG00000250847,CTD-2020P22.1,nan,nan
ENSG00000250848,CTD-2083E4.5,nan,nan
ENSG00000250850,RP11-297B17.3,nan,nan
ENSG00000250852,AC131180.1,nan,nan
ENSG00000250853,RNF138P1,nan,nan
ENSG00000250855,RP11-269F21.1,nan,nan
ENSG00000250857,TRIM60P15,nan,nan
ENSG00000250858,IGBP1P5,nan,nan
ENSG00000250859,HNRNPKP1,nan,nan
ENSG00000250860,CTD-2265D6.2,nan,nan
ENSG00000250862,HMGB1P29,nan,nan
ENSG00000250863,RP11-663P9.1,nan,nan
ENSG00000250865,RP11-780O17.1,nan,nan
ENSG00000250866,CTD-2297D10.1,nan,nan
ENSG00000250867,RP11-1415C14.2,nan,nan
ENSG00000250868,AC007742.7,nan,nan
ENSG00000250869,RP11-453N18.1,nan,nan
ENSG00000250874,CTC-480C2.1,nan,nan
ENSG00000250877,RP11-373J21.1,nan,nan
ENSG00000250878,METTL21EP,nan,nan
ENSG00000250882,CTC-459M5.1,nan,nan
ENSG00000250884,OR7E85P,nan,nan
ENSG00000250885,CTD-2004A9.1,nan,nan
ENSG00000250886,CTD-2046J7.1,nan,nan
ENSG00000250887,RP11-366M4.13,nan,nan
ENSG00000250888,RP11-168A11.1,nan,nan
ENSG00000250889,RP11-229C3.2,nan,nan
ENSG00000250890,RP5-837O21.8,nan,nan
ENSG00000250891,CTD-2281M20.1,nan,nan
ENSG00000250892,RP11-1365D11.1,nan,nan
ENSG00000250893,RP11-588L15.2,nan,nan
ENSG00000250894,RP11-450I1.4,nan,nan
ENSG00000250895,CTD-2158P22.4,nan,nan
ENSG00000250896,RNPS1P1,nan,nan
ENSG00000250897,HMGB3P15,nan,nan
ENSG00000250899,AC125807.2,nan,nan
ENSG00000250900,CTC-338M12.6,nan,nan
ENSG00000250902,RP11-301H24.4,nan,nan
ENSG00000250903,GMDS-DT,nan,nan
ENSG00000250905,RP11-707F2.1,nan,nan
ENSG00000250906,RP11-632F7.3,nan,nan
ENSG00000250908,RP11-703C10.1,nan,nan
ENSG00000250909,RP11-843P14.2,nan,nan
ENSG00000250910,LOC102724776,nan,nan
ENSG00000250913,USP17L23,nan,nan
ENSG00000250914,RP11-1084J3.1,nan,nan
ENSG00000250915,RP11-1338A24.1,nan,nan
ENSG00000250917,RP4-785G19.5,nan,nan
ENSG00000250918,RP11-497H16.4,nan,nan
ENSG00000250919,RP11-813N20.3,nan,nan
ENSG00000250920,RP11-297P16.4,nan,nan
ENSG00000250921,CTD-2008N3.1,nan,nan
ENSG00000250922,ATP5EP1,nan,nan
ENSG00000250923,RP11-548K12.8,nan,nan
ENSG00000250927,MESTP3,nan,nan
ENSG00000250928,CTB-161M19.2,nan,nan
ENSG00000250929,KB-1639H6.4,nan,nan
ENSG00000250930,LNX1-AS1,nan,nan
ENSG00000250933,GAPDHP66,nan,nan
ENSG00000250934,AC016924.1,nan,nan
ENSG00000250938,RP11-679C8.2,nan,nan
ENSG00000250939,AC034198.7,nan,nan
ENSG00000250940,RP11-489M13.3,nan,nan
ENSG00000250942,ENPP7P11,nan,nan
ENSG00000250945,RP11-810P8.1,nan,nan
ENSG00000250946,RP11-358N4.6,nan,nan
ENSG00000250947,TRPC7-AS2,nan,nan
ENSG00000250948,RP11-1079K10.2,nan,nan
ENSG00000250949,RP11-492L8.2,nan,nan
ENSG00000250950,RP11-33B1.3,nan,nan
ENSG00000250951,USP9YP1,nan,nan
ENSG00000250954,RP11-79E3.3,nan,nan
ENSG00000250955,AC008592.2,nan,nan
ENSG00000250956,CTB-88F18.3,nan,nan
ENSG00000250957,RP11-248N22.1,nan,nan
ENSG00000250958,LINC00492,nan,nan
ENSG00000250959,GLUD1P3,nan,nan
ENSG00000250961,AC025470.2,nan,nan
ENSG00000250962,RP11-69I13.1,nan,nan
ENSG00000250966,RP11-402J6.3,nan,nan
ENSG00000250968,RP11-322J23.1,nan,nan
ENSG00000250969,RP11-364L4.3,nan,nan
ENSG00000250971,RP11-696F12.1,nan,nan
ENSG00000250972,CKS1BP5,nan,nan
ENSG00000250973,KRTAP13-6P,nan,nan
ENSG00000250974,RP11-122F24.1,nan,nan
ENSG00000250976,RP11-94C24.11,nan,nan
ENSG00000250977,RP11-173E2.2,nan,nan
ENSG00000250978,RP11-357D18.1,nan,nan
ENSG00000250979,RP11-656G20.1,nan,nan
ENSG00000250980,RP11-529H22.1,nan,nan
ENSG00000250981,RP11-19O2.1,nan,nan
ENSG00000250982,RP11-159J3.1,nan,nan
ENSG00000250983,RP11-91K8.2,nan,nan
ENSG00000250984,CTD-2011G17.1,nan,nan
ENSG00000250986,AC141928.1,nan,nan
ENSG00000250988,SNHG21,nan,nan
ENSG00000250989,RP11-392E22.5,nan,nan
ENSG00000250990,AC073635.5,nan,nan
ENSG00000250992,RP11-826N14.1,nan,nan
ENSG00000250993,RP11-404J23.1,nan,nan
ENSG00000250994,AC005355.1,nan,nan
ENSG00000250995,RP13-128O4.3,nan,nan
ENSG00000250997,RP11-502M1.1,nan,nan
ENSG00000250999,AC136604.2,nan,nan
ENSG00000251000,AC008592.3,nan,nan
ENSG00000251001,CTD-2193P3.1,nan,nan
ENSG00000251002,AE000661.37,nan,nan
ENSG00000251003,RP11-152P17.2,nan,nan
ENSG00000251005,RP11-318I4.2,nan,nan
ENSG00000251007,RP11-1415C14.1,nan,nan
ENSG00000251008,ORAOV1P1,nan,nan
ENSG00000251009,AC133961.1,nan,nan
ENSG00000251010,RP11-6L6.7,nan,nan
ENSG00000251011,TMEM108-AS1,nan,nan
ENSG00000251012,RP11-484M3.5,nan,nan
ENSG00000251013,GAPDHP62,nan,nan
ENSG00000251014,RP11-159K7.1,nan,nan
ENSG00000251015,SLC25A30-AS1,nan,nan
ENSG00000251017,RP11-629B11.4,nan,nan
ENSG00000251018,RP11-80G7.1,nan,nan
ENSG00000251019,HIGD1AP13,nan,nan
ENSG00000251022,THAP9-AS1,nan,nan
